timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694000168367,4941,logiqids_HOME,200,OK,Thread Group 1-8,text,true,,2466,169,100,100,https://test.logiqids.com/,4941,0,4901
1694000168494,4837,logiqids_HOME,200,OK,Thread Group 1-36,text,true,,2459,169,100,100,https://test.logiqids.com/,4837,0,4749
1694000168826,4497,logiqids_HOME,200,OK,Thread Group 1-79,text,true,,2466,169,100,100,https://test.logiqids.com/,4497,0,4395
1694000168621,4687,logiqids_HOME,200,OK,Thread Group 1-57,text,true,,2466,169,100,100,https://test.logiqids.com/,4687,0,4645
1694000168799,4518,logiqids_HOME,200,OK,Thread Group 1-75,text,true,,2466,169,100,100,https://test.logiqids.com/,4518,0,4487
1694000168979,4333,logiqids_HOME,200,OK,Thread Group 1-96,text,true,,2466,169,100,100,https://test.logiqids.com/,4333,0,4296
1694000168628,4686,logiqids_HOME,200,OK,Thread Group 1-58,text,true,,2466,169,100,100,https://test.logiqids.com/,4686,0,4655
1694000168385,4921,logiqids_HOME,200,OK,Thread Group 1-32,text,true,,2459,169,100,100,https://test.logiqids.com/,4805,0,4608
1694000168957,4404,logiqids_HOME,200,OK,Thread Group 1-94,text,true,,2466,169,100,100,https://test.logiqids.com/,4403,0,4283
1694000168389,4977,logiqids_HOME,200,OK,Thread Group 1-20,text,true,,2459,169,100,100,https://test.logiqids.com/,4911,0,4862
1694000168784,4582,logiqids_HOME,200,OK,Thread Group 1-70,text,true,,2466,169,100,100,https://test.logiqids.com/,4515,0,4468
1694000168764,4587,logiqids_HOME,200,OK,Thread Group 1-68,text,true,,2466,169,100,100,https://test.logiqids.com/,4587,0,4491
1694000168818,4521,logiqids_HOME,200,OK,Thread Group 1-78,text,true,,2459,169,100,100,https://test.logiqids.com/,4521,0,4431
1694000168507,4864,logiqids_HOME,200,OK,Thread Group 1-38,text,true,,2459,169,100,100,https://test.logiqids.com/,4864,0,4728
1694000168616,4814,logiqids_HOME,200,OK,Thread Group 1-56,text,true,,2459,169,100,100,https://test.logiqids.com/,4814,0,4542
1694000168513,4860,logiqids_HOME,200,OK,Thread Group 1-39,text,true,,2466,169,100,100,https://test.logiqids.com/,4860,0,4719
1694000168354,5082,logiqids_HOME,200,OK,Thread Group 1-17,text,true,,2459,169,100,100,https://test.logiqids.com/,5082,0,4878
1694000168566,4766,logiqids_HOME,200,OK,Thread Group 1-48,text,true,,2466,169,100,100,https://test.logiqids.com/,4765,0,4435
1694000168598,4777,logiqids_HOME,200,OK,Thread Group 1-52,text,true,,2459,169,100,100,https://test.logiqids.com/,4699,0,4687
1694000168366,5010,logiqids_HOME,200,OK,Thread Group 1-9,text,true,,2459,169,100,100,https://test.logiqids.com/,4930,0,4918
1694000168391,4985,logiqids_HOME,200,OK,Thread Group 1-33,text,true,,2466,169,100,100,https://test.logiqids.com/,4904,0,4870
1694000168357,5019,logiqids_HOME,200,OK,Thread Group 1-16,text,true,,2466,169,100,100,https://test.logiqids.com/,4937,0,4901
1694000168358,5018,logiqids_HOME,200,OK,Thread Group 1-11,text,true,,2466,169,100,100,https://test.logiqids.com/,4935,0,4901
1694000168537,4840,logiqids_HOME,200,OK,Thread Group 1-43,text,true,,2459,169,100,100,https://test.logiqids.com/,4656,0,4540
1694000168347,5030,logiqids_HOME,200,OK,Thread Group 1-27,text,true,,2459,169,100,100,https://test.logiqids.com/,4844,0,4668
1694000168905,4473,logiqids_HOME,200,OK,Thread Group 1-88,text,true,,2459,169,100,100,https://test.logiqids.com/,4286,0,4155
1694000168390,4989,logiqids_HOME,200,OK,Thread Group 1-24,text,true,,2466,169,100,100,https://test.logiqids.com/,4989,0,4777
1694000168560,4819,logiqids_HOME,200,OK,Thread Group 1-47,text,true,,2466,169,100,100,https://test.logiqids.com/,4631,0,4514
1694000168586,4794,logiqids_HOME,200,OK,Thread Group 1-50,text,true,,2466,169,100,100,https://test.logiqids.com/,4606,0,4477
1694000169017,4365,logiqids_HOME,200,OK,Thread Group 1-100,text,true,,2466,169,100,100,https://test.logiqids.com/,4175,0,4037
1694000168787,4595,logiqids_HOME,200,OK,Thread Group 1-73,text,true,,2466,169,100,100,https://test.logiqids.com/,4405,0,4284
1694000168358,5025,logiqids_HOME,200,OK,Thread Group 1-15,text,true,,2466,169,100,100,https://test.logiqids.com/,4834,0,4685
1694000168489,4894,logiqids_HOME,200,OK,Thread Group 1-37,text,true,,2466,169,100,100,https://test.logiqids.com/,4703,0,4598
1694000168584,4799,logiqids_HOME,200,OK,Thread Group 1-51,text,true,,2466,169,100,100,https://test.logiqids.com/,4611,0,4425
1694000168519,4865,logiqids_HOME,200,OK,Thread Group 1-40,text,true,,2459,169,100,100,https://test.logiqids.com/,4674,0,4580
1694000168671,4714,logiqids_HOME,200,OK,Thread Group 1-65,text,true,,2459,169,100,100,https://test.logiqids.com/,4522,0,4452
1694000168397,4988,logiqids_HOME,200,OK,Thread Group 1-34,text,true,,2459,169,100,100,https://test.logiqids.com/,4798,0,4599
1694000169007,4378,logiqids_HOME,200,OK,Thread Group 1-99,text,true,,2459,169,100,100,https://test.logiqids.com/,4189,0,4061
1694000168894,4492,logiqids_HOME,200,OK,Thread Group 1-87,text,true,,2459,169,100,100,https://test.logiqids.com/,4398,0,4362
1694000168369,5017,logiqids_HOME,200,OK,Thread Group 1-30,text,true,,2466,169,100,100,https://test.logiqids.com/,4919,0,4631
1694000168941,4445,logiqids_HOME,200,OK,Thread Group 1-92,text,true,,2459,169,100,100,https://test.logiqids.com/,4347,0,4071
1694000168986,4400,logiqids_HOME,200,OK,Thread Group 1-97,text,true,,2459,169,100,100,https://test.logiqids.com/,4301,0,4149
1694000168406,4981,logiqids_HOME,200,OK,Thread Group 1-7,text,true,,2459,169,100,100,https://test.logiqids.com/,4882,0,4787
1694000168525,4863,logiqids_HOME,200,OK,Thread Group 1-41,text,true,,2459,169,100,100,https://test.logiqids.com/,4757,0,4748
1694000168361,5026,logiqids_HOME,200,OK,Thread Group 1-4,text,true,,2459,169,100,100,https://test.logiqids.com/,4917,0,4847
1694000168805,4583,logiqids_HOME,200,OK,Thread Group 1-76,text,true,,2459,169,100,100,https://test.logiqids.com/,4475,0,4466
1694000168639,4745,logiqids_HOME,200,OK,Thread Group 1-60,text,true,,2459,169,100,100,https://test.logiqids.com/,4744,0,4584
1694000168635,4753,logiqids_HOME,200,OK,Thread Group 1-59,text,true,,2466,169,100,100,https://test.logiqids.com/,4642,0,4571
1694000168599,4790,logiqids_HOME,200,OK,Thread Group 1-53,text,true,,2459,169,100,100,https://test.logiqids.com/,4684,0,4462
1694000168651,4738,logiqids_HOME,200,OK,Thread Group 1-62,text,true,,2459,169,100,100,https://test.logiqids.com/,4646,0,4624
1694000168679,4714,logiqids_HOME,200,OK,Thread Group 1-66,text,true,,2466,169,100,100,https://test.logiqids.com/,4713,0,4541
1694000168645,4840,logiqids_HOME,200,OK,Thread Group 1-61,text,true,,2459,169,100,100,https://test.logiqids.com/,4840,0,4555
1694000168390,5005,logiqids_HOME,200,OK,Thread Group 1-19,text,true,,2466,169,100,100,https://test.logiqids.com/,5005,0,4823
1694000168812,4584,logiqids_HOME,200,OK,Thread Group 1-77,text,true,,2459,169,100,100,https://test.logiqids.com/,4584,0,4341
1694000168365,5033,logiqids_HOME,200,OK,Thread Group 1-12,text,true,,2459,169,100,100,https://test.logiqids.com/,4908,0,4719
1694000168555,4842,logiqids_HOME,200,OK,Thread Group 1-46,text,true,,2459,169,100,100,https://test.logiqids.com/,4842,0,4629
1694000168360,5037,logiqids_HOME,200,OK,Thread Group 1-1,text,true,,2466,169,100,100,https://test.logiqids.com/,5037,0,4760
1694000168797,4601,logiqids_HOME,200,OK,Thread Group 1-71,text,true,,2459,169,100,100,https://test.logiqids.com/,4474,0,4299
1694000168404,4995,logiqids_HOME,200,OK,Thread Group 1-35,text,true,,2459,169,100,100,https://test.logiqids.com/,4995,0,4773
1694000168364,5036,logiqids_HOME,200,OK,Thread Group 1-29,text,true,,2459,169,100,100,https://test.logiqids.com/,5036,0,4791
1694000168365,5033,logiqids_HOME,200,OK,Thread Group 1-6,text,true,,2459,169,100,100,https://test.logiqids.com/,4904,0,4691
1694000168390,5011,logiqids_HOME,200,OK,Thread Group 1-25,text,true,,2466,169,100,100,https://test.logiqids.com/,5011,0,4719
1694000168610,4886,logiqids_HOME,200,OK,Thread Group 1-55,text,true,,2459,169,100,100,https://test.logiqids.com/,4886,0,4567
1694000168531,4870,logiqids_HOME,200,OK,Thread Group 1-42,text,true,,2466,169,100,100,https://test.logiqids.com/,4737,0,4536
1694000168348,5055,logiqids_HOME,200,OK,Thread Group 1-21,text,true,,2466,169,100,100,https://test.logiqids.com/,5055,0,4704
1694000168780,4622,logiqids_HOME,200,OK,Thread Group 1-72,text,true,,2466,169,100,100,https://test.logiqids.com/,4478,0,4320
1694000168359,5043,logiqids_HOME,200,OK,Thread Group 1-5,text,true,,2459,169,100,100,https://test.logiqids.com/,5037,0,4856
1694000168950,4552,logiqids_HOME,200,OK,Thread Group 1-93,text,true,,2466,169,100,100,https://test.logiqids.com/,4552,0,4224
1694000168868,4536,logiqids_HOME,200,OK,Thread Group 1-85,text,true,,2459,169,100,100,https://test.logiqids.com/,4536,0,4261
1694000168354,5048,logiqids_HOME,200,OK,Thread Group 1-28,text,true,,2459,169,100,100,https://test.logiqids.com/,4913,0,4773
1694000168912,4493,logiqids_HOME,200,OK,Thread Group 1-89,text,true,,2459,169,100,100,https://test.logiqids.com/,4493,0,4261
1694000168549,4858,logiqids_HOME,200,OK,Thread Group 1-45,text,true,,2466,169,100,100,https://test.logiqids.com/,4858,0,4621
1694000168364,5142,logiqids_HOME,200,OK,Thread Group 1-2,text,true,,2466,169,100,100,https://test.logiqids.com/,5142,0,4783
1694000168765,4644,logiqids_HOME,200,OK,Thread Group 1-69,text,true,,2466,169,100,100,https://test.logiqids.com/,4644,0,4378
1694000168838,4568,logiqids_HOME,200,OK,Thread Group 1-81,text,true,,2466,169,100,100,https://test.logiqids.com/,4568,0,4334
1694000168996,4413,logiqids_HOME,200,OK,Thread Group 1-98,text,true,,2459,169,100,100,https://test.logiqids.com/,4413,0,4142
1694000168690,4714,logiqids_HOME,200,OK,Thread Group 1-67,text,true,,2466,169,100,100,https://test.logiqids.com/,4714,0,4545
1694000168346,4969,logiqids_HOME,200,OK,Thread Group 1-26,text,true,,2466,169,100,100,https://test.logiqids.com/,4969,0,4767
1694000168348,5063,logiqids_HOME,200,OK,Thread Group 1-23,text,true,,2466,169,100,100,https://test.logiqids.com/,5063,0,4797
1694000168665,4653,logiqids_HOME,200,OK,Thread Group 1-64,text,true,,2466,169,100,100,https://test.logiqids.com/,4653,0,4451
1694000168389,5023,logiqids_HOME,200,OK,Thread Group 1-22,text,true,,2466,169,100,100,https://test.logiqids.com/,5023,0,4821
1694000168377,4990,logiqids_HOME,200,OK,Thread Group 1-31,text,true,,2466,169,100,100,https://test.logiqids.com/,4989,0,4861
1694000168832,4532,logiqids_HOME,200,OK,Thread Group 1-80,text,true,,2459,169,100,100,https://test.logiqids.com/,4532,0,4410
1694000168357,4965,logiqids_HOME,200,OK,Thread Group 1-14,text,true,,2466,169,100,100,https://test.logiqids.com/,4965,0,4776
1694000168604,4773,logiqids_HOME,200,OK,Thread Group 1-54,text,true,,2459,169,100,100,https://test.logiqids.com/,4587,0,4491
1694000168880,4496,logiqids_HOME,200,OK,Thread Group 1-86,text,true,,2459,169,100,100,https://test.logiqids.com/,4310,0,4125
1694000168917,4468,logiqids_HOME,200,OK,Thread Group 1-90,text,true,,2466,169,100,100,https://test.logiqids.com/,4374,0,4158
1694000168339,5047,logiqids_HOME,200,OK,Thread Group 1-18,text,true,,2466,169,100,100,https://test.logiqids.com/,4950,0,4847
1694000168341,5046,logiqids_HOME,200,OK,Thread Group 1-13,text,true,,2459,169,100,100,https://test.logiqids.com/,4943,0,4912
1694000168793,4593,logiqids_HOME,200,OK,Thread Group 1-74,text,true,,2459,169,100,100,https://test.logiqids.com/,4496,0,4256
1694000168577,4810,logiqids_HOME,200,OK,Thread Group 1-49,text,true,,2466,169,100,100,https://test.logiqids.com/,4707,0,4515
1694000168843,4544,logiqids_HOME,200,OK,Thread Group 1-82,text,true,,2459,169,100,100,https://test.logiqids.com/,4443,0,4297
1694000168359,5027,logiqids_HOME,200,OK,Thread Group 1-3,text,true,,2459,169,100,100,https://test.logiqids.com/,4921,0,4904
1694000168850,4538,logiqids_HOME,200,OK,Thread Group 1-83,text,true,,2459,169,100,100,https://test.logiqids.com/,4423,0,4415
1694000168925,4474,logiqids_HOME,200,OK,Thread Group 1-91,text,true,,2466,169,100,100,https://test.logiqids.com/,4345,0,4117
1694000168967,4421,logiqids_HOME,200,OK,Thread Group 1-95,text,true,,2459,169,100,100,https://test.logiqids.com/,4311,0,4097
1694000168858,4483,logiqids_HOME,200,OK,Thread Group 1-84,text,true,,2466,169,100,100,https://test.logiqids.com/,4382,0,4234
1694000168658,4669,logiqids_HOME,200,OK,Thread Group 1-63,text,true,,2466,169,100,100,https://test.logiqids.com/,4669,0,4587
1694000168543,4760,logiqids_HOME,200,OK,Thread Group 1-44,text,true,,2459,169,100,100,https://test.logiqids.com/,4760,0,4674
1694000168358,4997,logiqids_HOME,200,OK,Thread Group 1-10,text,true,,2466,169,100,100,https://test.logiqids.com/,4997,0,4916
1694000174350,12,cssURL1_logiqids_HOME,200,OK,Thread Group 1-79,text,true,,57846,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,8,0,0
1694000174360,9,cssURL1_logiqids_HOME,200,OK,Thread Group 1-75,text,true,,57853,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,6,0,0
1694000174342,31,cssURL1_logiqids_HOME,200,OK,Thread Group 1-36,text,true,,57853,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,7,0,0
1694000174352,21,cssURL1_logiqids_HOME,200,OK,Thread Group 1-57,text,true,,57846,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,7,0,0
1694000174369,11,cssURL1_logiqids_HOME,200,OK,Thread Group 1-96,text,true,,57853,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,8,0,0
1694000174435,14,cssURL1_logiqids_HOME,200,OK,Thread Group 1-39,text,true,,57846,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,8,0,0
1694000174445,72,cssURL1_logiqids_HOME,200,OK,Thread Group 1-33,text,true,,57846,206,100,100,https://test.logiqids.com/_next/static/css/a1a1673bd37e38a0.css,42,0,0
